"REF_DATE","GEO","DGUID","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1981-10","Ontario","","Units","300","thousands","3","v730397","7","30.0","","","","1"
"1981-10","Manitoba","","Units","300","thousands","3","v730398","8","1.1","","","","1"
"1981-10","Saskatchewan","","Units","300","thousands","3","v730399","9","4.7","","","","1"
"1981-10","Alberta","","Units","300","thousands","3","v730400","10","34.2","","","","1"
"1981-10","British Columbia","","Units","300","thousands","3","v730392","11","28.5","","","","1"
"1981-11","Canada","","Units","300","thousands","3","v730390","1","131.2","","","","1"
"1981-11","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","3.1","","","","1"
"1981-11","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.0","","","","1"
"1981-11","Nova Scotia","","Units","300","thousands","3","v730394","4","3.8","","","","1"
"1981-11","New Brunswick","","Units","300","thousands","3","v730395","5","1.2","","","","1"
"1981-11","Quebec","","Units","300","thousands","3","v730396","6","19.5","","","","1"
"1981-11","Ontario","","Units","300","thousands","3","v730397","7","35.3","","","","1"
"1981-11","Manitoba","","Units","300","thousands","3","v730398","8","1.7","","","","1"
"1981-11","Saskatchewan","","Units","300","thousands","3","v730399","9","5.9","","","","1"
"1981-11","Alberta","","Units","300","thousands","3","v730400","10","32.2","","","","1"
"1981-11","British Columbia","","Units","300","thousands","3","v730392","11","28.5","","","","1"
"1981-12","Canada","","Units","300","thousands","3","v730390","1","181.3","","","","1"
"1981-12","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","2.8","","","","1"
"1981-12","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.0","","","","1"
"1981-12","Nova Scotia","","Units","300","thousands","3","v730394","4","4.0","","","","1"
"1981-12","New Brunswick","","Units","300","thousands","3","v730395","5","1.3","","","","1"
"1981-12","Quebec","","Units","300","thousands","3","v730396","6","22.2","","","","1"
"1981-12","Ontario","","Units","300","thousands","3","v730397","7","60.5","","","","1"
"1981-12","Manitoba","","Units","300","thousands","3","v730398","8","0.2","","","","1"
"1981-12","Saskatchewan","","Units","300","thousands","3","v730399","9","5.9","","","","1"
"1981-12","Alberta","","Units","300","thousands","3","v730400","10","49.9","","","","1"
"1981-12","British Columbia","","Units","300","thousands","3","v730392","11","34.5","","","","1"
"1982-01","Canada","","Units","300","thousands","3","v730390","1","157.7","","","","1"
"1982-01","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","3.6","","","","1"
"1982-01","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.1","","","","1"
"1982-01","Nova Scotia","","Units","300","thousands","3","v730394","4","4.7","","","","1"
"1982-01","New Brunswick","","Units","300","thousands","3","v730395","5","0.7","","","","1"
"1982-01","Quebec","","Units","300","thousands","3","v730396","6","19.4","","","","1"
"1982-01","Ontario","","Units","300","thousands","3","v730397","7","47.0","","","","1"
"1982-01","Manitoba","","Units","300","thousands","3","v730398","8","0.7","","","","1"
"1982-01","Saskatchewan","","Units","300","thousands","3","v730399","9","14.9","","","","1"
"1982-01","Alberta","","Units","300","thousands","3","v730400","10","33.7","","","","1"
"1982-01","British Columbia","","Units","300","thousands","3","v730392","11","32.9","","","","1"
"1982-02","Canada","","Units","300","thousands","3","v730390","1","162.2","","","","1"
"1982-02","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","2.3","","","","1"
"1982-02","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.2","","","","1"
"1982-02","Nova Scotia","","Units","300","thousands","3","v730394","4","5.6","","","","1"
"1982-02","New Brunswick","","Units","300","thousands","3","v730395","5","0.7","","","","1"
"1982-02","Quebec","","Units","300","thousands","3","v730396","6","26.9","","","","1"
"1982-02","Ontario","","Units","300","thousands","3","v730397","7","50.2","","","","1"
"1982-02","Manitoba","","Units","300","thousands","3","v730398","8","0.9","","","","1"
"1982-02","Saskatchewan","","Units","300","thousands","3","v730399","9","7.5","","","","1"
"1982-02","Alberta","","Units","300","thousands","3","v730400","10","30.6","","","","1"
"1982-02","British Columbia","","Units","300","thousands","3","v730392","11","37.3","","","","1"
"1982-03","Canada","","Units","300","thousands","3","v730390","1","144.4","","","","1"
"1982-03","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","2.8","","","","1"
"1982-03","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.1","","","","1"
"1982-03","Nova Scotia","","Units","300","thousands","3","v730394","4","3.7","","","","1"
"1982-03","New Brunswick","","Units","300","thousands","3","v730395","5","2.2","","","","1"
"1982-03","Quebec","","Units","300","thousands","3","v730396","6","25.4","","","","1"
"1982-03","Ontario","","Units","300","thousands","3","v730397","7","48.2","","","","1"
"1982-03","Manitoba","","Units","300","thousands","3","v730398","8","1.3","","","","1"
"1982-03","Saskatchewan","","Units","300","thousands","3","v730399","9","6.8","","","","1"
"1982-03","Alberta","","Units","300","thousands","3","v730400","10","27.3","","","","1"
"1982-03","British Columbia","","Units","300","thousands","3","v730392","11","26.6","","","","1"
"1982-04","Canada","","Units","300","thousands","3","v730390","1","119.6","","","","1"
"1982-04","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","1.6","","","","1"
"1982-04","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.1","","","","1"
"1982-04","Nova Scotia","","Units","300","thousands","3","v730394","4","3.7","","","","1"
"1982-04","New Brunswick","","Units","300","thousands","3","v730395","5","1.3","","","","1"
"1982-04","Quebec","","Units","300","thousands","3","v730396","6","16.1","","","","1"
"1982-04","Ontario","","Units","300","thousands","3","v730397","7","28.7","","","","1"
"1982-04","Manitoba","","Units","300","thousands","3","v730398","8","4.8","","","","1"
"1982-04","Saskatchewan","","Units","300","thousands","3","v730399","9","9.1","","","","1"
"1982-04","Alberta","","Units","300","thousands","3","v730400","10","32.3","","","","1"
"1982-04","British Columbia","","Units","300","thousands","3","v730392","11","21.9","","","","1"
"1982-05","Canada","","Units","300","thousands","3","v730390","1","98.2","","","","1"
"1982-05","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","1.5","","","","1"
"1982-05","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.1","","","","1"
"1982-05","Nova Scotia","","Units","300","thousands","3","v730394","4","3.0","","","","1"
"1982-05","New Brunswick","","Units","300","thousands","3","v730395","5","1.4","","","","1"
"1982-05","Quebec","","Units","300","thousands","3","v730396","6","15.5","","","","1"
"1982-05","Ontario","","Units","300","thousands","3","v730397","7","31.2","","","","1"
"1982-05","Manitoba","","Units","300","thousands","3","v730398","8","1.2","","","","1"
"1982-05","Saskatchewan","","Units","300","thousands","3","v730399","9","4.1","","","","1"
"1982-05","Alberta","","Units","300","thousands","3","v730400","10","24.5","","","","1"
"1982-05","British Columbia","","Units","300","thousands","3","v730392","11","15.7","","","","1"
"1982-06","Canada","","Units","300","thousands","3","v730390","1","107.2","","","","1"
"1982-06","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","1.7","","","","1"
"1982-06","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.2","","","","1"
"1982-06","Nova Scotia","","Units","300","thousands","3","v730394","4","3.2","","","","1"
"1982-06","New Brunswick","","Units","300","thousands","3","v730395","5","1.3","","","","1"
"1982-06","Quebec","","Units","300","thousands","3","v730396","6","15.2","","","","1"
"1982-06","Ontario","","Units","300","thousands","3","v730397","7","22.0","","","","1"
"1982-06","Manitoba","","Units","300","thousands","3","v730398","8","2.0","","","","1"
"1982-06","Saskatchewan","","Units","300","thousands","3","v730399","9","4.2","","","","1"
"1982-06","Alberta","","Units","300","thousands","3","v730400","10","45.3","","","","1"
"1982-06","British Columbia","","Units","300","thousands","3","v730392","11","12.1","","","","1"
"1982-07","Canada","","Units","300","thousands","3","v730390","1","106.0","","","","1"
"1982-07","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","1.6","","","","1"
"1982-07","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.1","","","","1"
"1982-07","Nova Scotia","","Units","300","thousands","3","v730394","4","3.5","","","","1"
"1982-07","New Brunswick","","Units","300","thousands","3","v730395","5","1.9","","","","1"
"1982-07","Quebec","","Units","300","thousands","3","v730396","6","17.8","","","","1"
"1982-07","Ontario","","Units","300","thousands","3","v730397","7","23.6","","","","1"
"1982-07","Manitoba","","Units","300","thousands","3","v730398","8","0.7","","","","1"
"1982-07","Saskatchewan","","Units","300","thousands","3","v730399","9","9.0","","","","1"
"1982-07","Alberta","","Units","300","thousands","3","v730400","10","28.9","","","","1"
"1982-07","British Columbia","","Units","300","thousands","3","v730392","11","18.9","","","","1"
"1982-08","Canada","","Units","300","thousands","3","v730390","1","90.7","","","","1"
"1982-08","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","1.8","","","","1"
"1982-08","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.2","","","","1"
"1982-08","Nova Scotia","","Units","300","thousands","3","v730394","4","3.9","","","","1"
"1982-08","New Brunswick","","Units","300","thousands","3","v730395","5","2.4","","","","1"
"1982-08","Quebec","","Units","300","thousands","3","v730396","6","15.5","","","","1"
"1982-08","Ontario","","Units","300","thousands","3","v730397","7","35.9","","","","1"
"1982-08","Manitoba","","Units","300","thousands","3","v730398","8","0.9","","","","1"
"1982-08","Saskatchewan","","Units","300","thousands","3","v730399","9","3.9","","","","1"
"1982-08","Alberta","","Units","300","thousands","3","v730400","10","16.6","","","","1"
"1982-08","British Columbia","","Units","300","thousands","3","v730392","11","9.6","","","","1"
"1982-09","Canada","","Units","300","thousands","3","v730390","1","93.1","","","","1"
"1982-09","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","1.9","","","","1"
"1982-09","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.1","","","","1"
"1982-09","Nova Scotia","","Units","300","thousands","3","v730394","4","3.9","","","","1"
"1982-09","New Brunswick","","Units","300","thousands","3","v730395","5","2.5","","","","1"
"1982-09","Quebec","","Units","300","thousands","3","v730396","6","19.6","","","","1"
"1982-09","Ontario","","Units","300","thousands","3","v730397","7","26.5","","","","1"
"1982-09","Manitoba","","Units","300","thousands","3","v730398","8","0.8","","","","1"
"1982-09","Saskatchewan","","Units","300","thousands","3","v730399","9","6.0","","","","1"
"1982-09","Alberta","","Units","300","thousands","3","v730400","10","18.7","","","","1"
"1982-09","British Columbia","","Units","300","thousands","3","v730392","11","13.1","","","","1"
"1982-10","Canada","","Units","300","thousands","3","v730390","1","131.4","","","","1"
"1982-10","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","3.4","","","","1"
"1982-10","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.8","","","","1"
"1982-10","Nova Scotia","","Units","300","thousands","3","v730394","4","4.3","","","","1"
"1982-10","New Brunswick","","Units","300","thousands","3","v730395","5","1.7","","","","1"
"1982-10","Quebec","","Units","300","thousands","3","v730396","6","36.1","","","","1"
"1982-10","Ontario","","Units","300","thousands","3","v730397","7","40.4","","","","1"
"1982-10","Manitoba","","Units","300","thousands","3","v730398","8","3.1","","","","1"
"1982-10","Saskatchewan","","Units","300","thousands","3","v730399","9","7.2","","","","1"
"1982-10","Alberta","","Units","300","thousands","3","v730400","10","21.2","","","","1"
"1982-10","British Columbia","","Units","300","thousands","3","v730392","11","13.2","","","","1"
"1982-11","Canada","","Units","300","thousands","3","v730390","1","151.3","","","","1"
"1982-11","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","3.2","","","","1"
"1982-11","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.4","","","","1"
"1982-11","Nova Scotia","","Units","300","thousands","3","v730394","4","5.5","","","","1"
"1982-11","New Brunswick","","Units","300","thousands","3","v730395","5","1.6","","","","1"
"1982-11","Quebec","","Units","300","thousands","3","v730396","6","32.8","","","","1"
"1982-11","Ontario","","Units","300","thousands","3","v730397","7","58.6","","","","1"
"1982-11","Manitoba","","Units","300","thousands","3","v730398","8","4.5","","","","1"
"1982-11","Saskatchewan","","Units","300","thousands","3","v730399","9","7.9","","","","1"
"1982-11","Alberta","","Units","300","thousands","3","v730400","10","20.7","","","","1"
"1982-11","British Columbia","","Units","300","thousands","3","v730392","11","16.1","","","","1"
"1982-12","Canada","","Units","300","thousands","3","v730390","1","150.0","","","","1"
"1982-12","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","2.6","","","","1"
"1982-12","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.4","","","","1"
"1982-12","Nova Scotia","","Units","300","thousands","3","v730394","4","8.0","","","","1"
"1982-12","New Brunswick","","Units","300","thousands","3","v730395","5","0.9","","","","1"
"1982-12","Quebec","","Units","300","thousands","3","v730396","6","41.8","","","","1"
"1982-12","Ontario","","Units","300","thousands","3","v730397","7","49.6","","","","1"
"1982-12","Manitoba","","Units","300","thousands","3","v730398","8","2.2","","","","1"
"1982-12","Saskatchewan","","Units","300","thousands","3","v730399","9","8.3","","","","1"
"1982-12","Alberta","","Units","300","thousands","3","v730400","10","15.9","","","","1"
"1982-12","British Columbia","","Units","300","thousands","3","v730392","11","20.3","","","","1"
"1983-01","Canada","","Units","300","thousands","3","v730390","1","167.9","","","","1"
"1983-01","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","3.1","","","","1"
"1983-01","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.4","","","","1"
"1983-01","Nova Scotia","","Units","300","thousands","3","v730394","4","7.6","","","","1"
"1983-01","New Brunswick","","Units","300","thousands","3","v730395","5","2.4","","","","1"
"1983-01","Quebec","","Units","300","thousands","3","v730396","6","36.0","","","","1"
"1983-01","Ontario","","Units","300","thousands","3","v730397","7","68.6","","","","1"
"1983-01","Manitoba","","Units","300","thousands","3","v730398","8","2.6","","","","1"
"1983-01","Saskatchewan","","Units","300","thousands","3","v730399","9","6.4","","","","1"
"1983-01","Alberta","","Units","300","thousands","3","v730400","10","21.7","","","","1"
"1983-01","British Columbia","","Units","300","thousands","3","v730392","11","19.1","","","","1"
"1983-02","Canada","","Units","300","thousands","3","v730390","1","162.3","","","","1"
"1983-02","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","3.2","","","","1"
"1983-02","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.4","","","","1"
"1983-02","Nova Scotia","","Units","300","thousands","3","v730394","4","8.3","","","","1"
"1983-02","New Brunswick","","Units","300","thousands","3","v730395","5","2.5","","","","1"
"1983-02","Quebec","","Units","300","thousands","3","v730396","6","30.0","","","","1"
"1983-02","Ontario","","Units","300","thousands","3","v730397","7","60.9","","","","1"
"1983-02","Manitoba","","Units","300","thousands","3","v730398","8","5.4","","","","1"
"1983-02","Saskatchewan","","Units","300","thousands","3","v730399","9","9.1","","","","1"
"1983-02","Alberta","","Units","300","thousands","3","v730400","10","25.2","","","","1"
"1983-02","British Columbia","","Units","300","thousands","3","v730392","11","17.3","","","","1"
"1983-03","Canada","","Units","300","thousands","3","v730390","1","171.0","","","","1"
"1983-03","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","6.2","","","","1"
"1983-03","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.2","","","","1"
"1983-03","Nova Scotia","","Units","300","thousands","3","v730394","4","4.8","","","","1"
"1983-03","New Brunswick","","Units","300","thousands","3","v730395","5","3.2","","","","1"
"1983-03","Quebec","","Units","300","thousands","3","v730396","6","30.5","","","","1"
"1983-03","Ontario","","Units","300","thousands","3","v730397","7","64.3","","","","1"
"1983-03","Manitoba","","Units","300","thousands","3","v730398","8","8.3","","","","1"
"1983-03","Saskatchewan","","Units","300","thousands","3","v730399","9","14.2","","","","1"
"1983-03","Alberta","","Units","300","thousands","3","v730400","10","17.5","","","","1"
"1983-03","British Columbia","","Units","300","thousands","3","v730392","11","21.8","","","","1"
"1983-04","Canada","","Units","300","thousands","3","v730390","1","175.4","","","","1"
"1983-04","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","4.9","","","","1"
"1983-04","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.7","","","","1"
"1983-04","Nova Scotia","","Units","300","thousands","3","v730394","4","6.9","","","","1"
"1983-04","New Brunswick","","Units","300","thousands","3","v730395","5","10.0","","","","1"
"1983-04","Quebec","","Units","300","thousands","3","v730396","6","41.9","","","","1"
"1983-04","Ontario","","Units","300","thousands","3","v730397","7","45.5","","","","1"
"1983-04","Manitoba","","Units","300","thousands","3","v730398","8","7.3","","","","1"
"1983-04","Saskatchewan","","Units","300","thousands","3","v730399","9","14.5","","","","1"
"1983-04","Alberta","","Units","300","thousands","3","v730400","10","17.2","","","","1"
"1983-04","British Columbia","","Units","300","thousands","3","v730392","11","26.5","","","","1"
"1983-05","Canada","","Units","300","thousands","3","v730390","1","248.0","","","","1"
"1983-05","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","3.8","","","","1"
"1983-05","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.7","","","","1"
"1983-05","Nova Scotia","","Units","300","thousands","3","v730394","4","9.3","","","","1"
"1983-05","New Brunswick","","Units","300","thousands","3","v730395","5","7.2","","","","1"
"1983-05","Quebec","","Units","300","thousands","3","v730396","6","56.3","","","","1"
"1983-05","Ontario","","Units","300","thousands","3","v730397","7","85.1","","","","1"
"1983-05","Manitoba","","Units","300","thousands","3","v730398","8","11.8","","","","1"
"1983-05","Saskatchewan","","Units","300","thousands","3","v730399","9","13.5","","","","1"
"1983-05","Alberta","","Units","300","thousands","3","v730400","10","27.6","","","","1"
"1983-05","British Columbia","","Units","300","thousands","3","v730392","11","32.7","","","","1"
"1983-06","Canada","","Units","300","thousands","3","v730390","1","194.9","","","","1"
"1983-06","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","3.3","","","","1"
"1983-06","Prince Edward Island","","Units","300","thousands","3","v730393","3","1.1","","","","1"
"1983-06","Nova Scotia","","Units","300","thousands","3","v730394","4","7.5","","","","1"
"1983-06","New Brunswick","","Units","300","thousands","3","v730395","5","8.6","","","","1"
"1983-06","Quebec","","Units","300","thousands","3","v730396","6","52.7","","","","1"
"1983-06","Ontario","","Units","300","thousands","3","v730397","7","51.7","","","","1"
"1983-06","Manitoba","","Units","300","thousands","3","v730398","8","6.8","","","","1"
"1983-06","Saskatchewan","","Units","300","thousands","3","v730399","9","8.0","","","","1"
"1983-06","Alberta","","Units","300","thousands","3","v730400","10","22.8","","","","1"
"1983-06","British Columbia","","Units","300","thousands","3","v730392","11","32.4","","","","1"
"1983-07","Canada","","Units","300","thousands","3","v730390","1","143.1","","","","1"
"1983-07","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","1.9","","","","1"
"1983-07","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.3","","","","1"
"1983-07","Nova Scotia","","Units","300","thousands","3","v730394","4","5.2","","","","1"
"1983-07","New Brunswick","","Units","300","thousands","3","v730395","5","2.0","","","","1"
"1983-07","Quebec","","Units","300","thousands","3","v730396","6","47.2","","","","1"
"1983-07","Ontario","","Units","300","thousands","3","v730397","7","45.1","","","","1"
"1983-07","Manitoba","","Units","300","thousands","3","v730398","8","7.5","","","","1"
"1983-07","Saskatchewan","","Units","300","thousands","3","v730399","9","4.0","","","","1"
"1983-07","Alberta","","Units","300","thousands","3","v730400","10","10.0","","","","1"
"1983-07","British Columbia","","Units","300","thousands","3","v730392","11","19.9","","","","1"
"1983-08","Canada","","Units","300","thousands","3","v730390","1","132.7","","","","1"
"1983-08","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","1.9","","","","1"
"1983-08","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.7","","","","1"
"1983-08","Nova Scotia","","Units","300","thousands","3","v730394","4","4.9","","","","1"
"1983-08","New Brunswick","","Units","300","thousands","3","v730395","5","2.8","","","","1"
"1983-08","Quebec","","Units","300","thousands","3","v730396","6","33.9","","","","1"
"1983-08","Ontario","","Units","300","thousands","3","v730397","7","40.4","","","","1"
"1983-08","Manitoba","","Units","300","thousands","3","v730398","8","5.2","","","","1"
"1983-08","Saskatchewan","","Units","300","thousands","3","v730399","9","6.8","","","","1"
"1983-08","Alberta","","Units","300","thousands","3","v730400","10","14.7","","","","1"
"1983-08","British Columbia","","Units","300","thousands","3","v730392","11","21.4","","","","1"
"1983-09","Canada","","Units","300","thousands","3","v730390","1","140.5","","","","1"
"1983-09","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","2.4","","","","1"
"1983-09","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.3","","","","1"
"1983-09","Nova Scotia","","Units","300","thousands","3","v730394","4","5.1","","","","1"
"1983-09","New Brunswick","","Units","300","thousands","3","v730395","5","2.6","","","","1"
"1983-09","Quebec","","Units","300","thousands","3","v730396","6","35.5","","","","1"
"1983-09","Ontario","","Units","300","thousands","3","v730397","7","52.8","","","","1"
"1983-09","Manitoba","","Units","300","thousands","3","v730398","8","9.7","","","","1"
"1983-09","Saskatchewan","","Units","300","thousands","3","v730399","9","2.8","","","","1"
"1983-09","Alberta","","Units","300","thousands","3","v730400","10","11.0","","","","1"
"1983-09","British Columbia","","Units","300","thousands","3","v730392","11","18.3","","","","1"
"1983-10","Canada","","Units","300","thousands","3","v730390","1","132.6","","","","1"
"1983-10","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","2.0","","","","1"
"1983-10","Prince Edward Island","","Units","300","thousands","3","v730393","3","1.5","","","","1"
"1983-10","Nova Scotia","","Units","300","thousands","3","v730394","4","4.6","","","","1"
"1983-10","New Brunswick","","Units","300","thousands","3","v730395","5","2.8","","","","1"
"1983-10","Quebec","","Units","300","thousands","3","v730396","6","36.0","","","","1"
"1983-10","Ontario","","Units","300","thousands","3","v730397","7","45.1","","","","1"
"1983-10","Manitoba","","Units","300","thousands","3","v730398","8","2.6","","","","1"
"1983-10","Saskatchewan","","Units","300","thousands","3","v730399","9","2.6","","","","1"
"1983-10","Alberta","","Units","300","thousands","3","v730400","10","13.8","","","","1"
"1983-10","British Columbia","","Units","300","thousands","3","v730392","11","21.6","","","","1"
"1983-11","Canada","","Units","300","thousands","3","v730390","1","140.1","","","","1"
"1983-11","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","2.1","","","","1"
"1983-11","Prince Edward Island","","Units","300","thousands","3","v730393","3","1.1","","","","1"
"1983-11","Nova Scotia","","Units","300","thousands","3","v730394","4","5.3","","","","1"
"1983-11","New Brunswick","","Units","300","thousands","3","v730395","5","2.9","","","","1"
"1983-11","Quebec","","Units","300","thousands","3","v730396","6","44.0","","","","1"
"1983-11","Ontario","","Units","300","thousands","3","v730397","7","45.6","","","","1"
"1983-11","Manitoba","","Units","300","thousands","3","v730398","8","4.1","","","","1"
"1983-11","Saskatchewan","","Units","300","thousands","3","v730399","9","3.8","","","","1"
"1983-11","Alberta","","Units","300","thousands","3","v730400","10","10.6","","","","1"
"1983-11","British Columbia","","Units","300","thousands","3","v730392","11","20.6","","","","1"
"1983-12","Canada","","Units","300","thousands","3","v730390","1","140.5","","","","1"
"1983-12","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","2.3","","","","1"
"1983-12","Prince Edward Island","","Units","300","thousands","3","v730393","3","1.1","","","","1"
"1983-12","Nova Scotia","","Units","300","thousands","3","v730394","4","5.6","","","","1"
"1983-12","New Brunswick","","Units","300","thousands","3","v730395","5","3.0","","","","1"
"1983-12","Quebec","","Units","300","thousands","3","v730396","6","39.1","","","","1"
"1983-12","Ontario","","Units","300","thousands","3","v730397","7","53.6","","","","1"
"1983-12","Manitoba","","Units","300","thousands","3","v730398","8","4.0","","","","1"
"1983-12","Saskatchewan","","Units","300","thousands","3","v730399","9","2.4","","","","1"
"1983-12","Alberta","","Units","300","thousands","3","v730400","10","9.9","","","","1"
"1983-12","British Columbia","","Units","300","thousands","3","v730392","11","19.5","","","","1"
"1984-01","Canada","","Units","300","thousands","3","v730390","1","156.2","","","","1"
"1984-01","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","2.3","","","","1"
"1984-01","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.2","","","","1"
"1984-01","Nova Scotia","","Units","300","thousands","3","v730394","4","6.8","","","","1"
"1984-01","New Brunswick","","Units","300","thousands","3","v730395","5","1.0","","","","1"
"1984-01","Quebec","","Units","300","thousands","3","v730396","6","59.9","","","","1"
"1984-01","Ontario","","Units","300","thousands","3","v730397","7","48.0","","","","1"
"1984-01","Manitoba","","Units","300","thousands","3","v730398","8","6.7","","","","1"
"1984-01","Saskatchewan","","Units","300","thousands","3","v730399","9","7.1","","","","1"
"1984-01","Alberta","","Units","300","thousands","3","v730400","10","7.9","","","","1"
"1984-01","British Columbia","","Units","300","thousands","3","v730392","11","16.3","","","","1"
"1984-02","Canada","","Units","300","thousands","3","v730390","1","159.4","","","","1"
"1984-02","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","3.0","","","","1"
"1984-02","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.1","","","","1"
"1984-02","Nova Scotia","","Units","300","thousands","3","v730394","4","6.8","","","","1"
"1984-02","New Brunswick","","Units","300","thousands","3","v730395","5","2.1","","","","1"
"1984-02","Quebec","","Units","300","thousands","3","v730396","6","48.1","","","","1"
"1984-02","Ontario","","Units","300","thousands","3","v730397","7","65.3","","","","1"
"1984-02","Manitoba","","Units","300","thousands","3","v730398","8","6.7","","","","1"
"1984-02","Saskatchewan","","Units","300","thousands","3","v730399","9","5.8","","","","1"
"1984-02","Alberta","","Units","300","thousands","3","v730400","10","7.4","","","","1"
"1984-02","British Columbia","","Units","300","thousands","3","v730392","11","14.1","","","","1"
"1984-03","Canada","","Units","300","thousands","3","v730390","1","131.7","","","","1"
"1984-03","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","2.6","","","","1"
"1984-03","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.3","","","","1"
"1984-03","Nova Scotia","","Units","300","thousands","3","v730394","4","7.1","","","","1"
"1984-03","New Brunswick","","Units","300","thousands","3","v730395","5","1.3","","","","1"
"1984-03","Quebec","","Units","300","thousands","3","v730396","6","40.2","","","","1"
"1984-03","Ontario","","Units","300","thousands","3","v730397","7","39.0","","","","1"
"1984-03","Manitoba","","Units","300","thousands","3","v730398","8","3.6","","","","1"
"1984-03","Saskatchewan","","Units","300","thousands","3","v730399","9","7.6","","","","1"
"1984-03","Alberta","","Units","300","thousands","3","v730400","10","7.8","","","","1"
"1984-03","British Columbia","","Units","300","thousands","3","v730392","11","22.2","","","","1"
"1984-04","Canada","","Units","300","thousands","3","v730390","1","123.3","","","","1"
"1984-04","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","2.5","","","","1"
"1984-04","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.5","","","","1"
"1984-04","Nova Scotia","","Units","300","thousands","3","v730394","4","5.4","","","","1"
"1984-04","New Brunswick","","Units","300","thousands","3","v730395","5","2.2","","","","1"
"1984-04","Quebec","","Units","300","thousands","3","v730396","6","34.9","","","","1"
"1984-04","Ontario","","Units","300","thousands","3","v730397","7","47.7","","","","1"
"1984-04","Manitoba","","Units","300","thousands","3","v730398","8","5.0","","","","1"
"1984-04","Saskatchewan","","Units","300","thousands","3","v730399","9","4.9","","","","1"
"1984-04","Alberta","","Units","300","thousands","3","v730400","10","6.0","","","","1"
"1984-04","British Columbia","","Units","300","thousands","3","v730392","11","14.2","","","","1"
"1984-05","Canada","","Units","300","thousands","3","v730390","1","127.4","","","","1"
"1984-05","Newfoundland and Labrador","","Units","300","thousands","3","v730391","2","2.9","","","","1"
"1984-05","Prince Edward Island","","Units","300","thousands","3","v730393","3","0.7","","","","1"
"1984-05","Nova Scotia","","Units","300","thousands","3","v730394","4","4.6","","","","1"
"1984-05","New Brunswick","","Units","300","thousands","3","v730395","5","2.7","","","","1"
